gene_name,gene_type
GNG8,protein_coding
CA4,protein_coding
SMG8,protein_coding
TPM4,protein_coding
RAB8A,protein_coding
GPX4,protein_coding
MIDN,protein_coding
KLHL26,protein_coding
GATAD2A,protein_coding
MVD,protein_coding
CDT1,protein_coding
TRAPPC2L,protein_coding
ANKRD11,protein_coding
SPATA33,protein_coding
RSKR,protein_coding
PROCA1,protein_coding
RPL13,protein_coding
ZNF641,protein_coding
CACNB3,protein_coding
DHRS13,protein_coding
TP53I13,protein_coding
KMT2D,protein_coding
CORO6,protein_coding
RHEBL1,protein_coding
TUBA1A,protein_coding
TUBA1C,protein_coding
ZNF610,protein_coding
ZNF528,protein_coding
ZNF701,protein_coding
SERTAD3,protein_coding
NCKAP5L,protein_coding
RAB4B,protein_coding
GPD1,protein_coding
PROSER3,protein_coding
CYP2S1,protein_coding
AXL,protein_coding
NFKBID,protein_coding
TMC4,protein_coding
LAIR1,protein_coding
TTYH1,protein_coding
LENG8,protein_coding
CDC42EP5,protein_coding
TMEM145,protein_coding
ZNF526,protein_coding
TRAPPC9,protein_coding
ZNF146,protein_coding
ZNF283,protein_coding
PPP1R14A,protein_coding
SPINT2,protein_coding
YIF1B,protein_coding
DNAAF3,protein_coding
ATCAY,protein_coding
DAPK3,protein_coding
EEF2,protein_coding
TMIGD2,protein_coding
CHAF1A,protein_coding
UBXN6,protein_coding
HDGFL2,protein_coding
PLIN4,protein_coding
SEMA6B,protein_coding
ZNF444,protein_coding
NXN,protein_coding
TLCD3A,protein_coding
GLOD4,protein_coding
MFSD3,protein_coding
GPT,protein_coding
KIFC2,protein_coding
SLC43A2,protein_coding
RILP,protein_coding
SERPINF2,protein_coding
WDR81,protein_coding
SRR,protein_coding
TSR1,protein_coding
TRPV3,protein_coding
HSD11B1L,protein_coding
CYB5D2,protein_coding
C19orf48,transcribed_unitary_pseudogene
KLK6,protein_coding
ZNF83,protein_coding
OTUB1,protein_coding
RCOR2,protein_coding
ANGPTL4,protein_coding
CD320,protein_coding
SPRYD3,protein_coding
IGFBP6,protein_coding
ZNF558,protein_coding
NDUFV1,protein_coding
CDK2AP2,protein_coding
NUDT8,protein_coding
PRDX2,protein_coding
ZNF232,protein_coding
MIS12,protein_coding
CD300C,protein_coding
CD300A,protein_coding
TEKT1,protein_coding
HID1,protein_coding
MRPL58,protein_coding
ATP5PD,protein_coding
TMEM88,protein_coding
SRP68,protein_coding
MGAT5B,protein_coding
TMC8,protein_coding
TK1,protein_coding
TMEM68,protein_coding
AC090152.1,lncRNA
GSDMA,protein_coding
TMEM99,lncRNA
GHDC,protein_coding
FAM234A,protein_coding
ZNF598,protein_coding
RAB26,protein_coding
MLST8,protein_coding
E4F1,protein_coding
DNASE1L2,protein_coding
ECI1,protein_coding
CASKIN1,protein_coding
ABCA3,protein_coding
KCTD5,protein_coding
SRRM2,protein_coding
ZNF597,protein_coding
NLRC3,protein_coding
SDHAF2,protein_coding
DDB1,protein_coding
VPS37C,protein_coding
VWCE,protein_coding
RAB3IL1,protein_coding
BEST1,protein_coding
FTH1,protein_coding
BSCL2,protein_coding
POLR2G,protein_coding
SLC3A2,protein_coding
PLAAT5,protein_coding
SPINDOC,protein_coding
ATG16L2,protein_coding
C2CD3,protein_coding
TRANK1,protein_coding
TTC21A,protein_coding
RPSA,protein_coding
ENTPD3,protein_coding
CTNNB1,protein_coding
ULK4,protein_coding
FADD,protein_coding
LTBP3,protein_coding
NAALADL1,protein_coding
SAC3D1,protein_coding
BATF2,protein_coding
SF1,protein_coding
MAP4K2,protein_coding
CCDC88B,protein_coding
SCARA3,protein_coding
PBK,protein_coding
PNOC,protein_coding
COPS6,protein_coding
PAFAH1B2,protein_coding
ANKS3,protein_coding
NUDT16L1,protein_coding
KIAA1586,protein_coding
RAB4A,protein_coding
KCNJ4,protein_coding
SETD5,protein_coding
VASN,protein_coding
THAP9,protein_coding
RNF187,protein_coding
HOOK3,protein_coding
MAPK1IP1L,protein_coding
DDIT4,protein_coding
RBPJ,protein_coding
LMBRD1,protein_coding
ZCCHC4,protein_coding
TTC39C,protein_coding
GLYCTK,protein_coding
GNG4,protein_coding
UBTD2,protein_coding
POLR2J3,protein_coding
NKIRAS2,protein_coding
DNAJC7,protein_coding
KCNV2,protein_coding
IRF2BP2,protein_coding
NT5DC2,protein_coding
SMIM4,protein_coding
COA6,protein_coding
KIF5C,protein_coding
BMI1,protein_coding
THAP11,protein_coding
MMADHC,protein_coding
PDHB,protein_coding
PXK,protein_coding
PCMTD1,protein_coding
KCTD6,protein_coding
MPLKIP,protein_coding
ACOX2,protein_coding
FAM107A,protein_coding
IRF2,protein_coding
MOBP,protein_coding
CX3CR1,protein_coding
PPDPFL,protein_coding
DEGS2,protein_coding
ARF4,protein_coding
SEPTIN2,protein_coding
FILIP1L,protein_coding
MFSD2A,protein_coding
DTYMK,protein_coding
TAP1,protein_coding
ING5,protein_coding
ATG4B,protein_coding
BDKRB2,protein_coding
MLKL,protein_coding
CMAHP,transcribed_unitary_pseudogene
RFWD3,protein_coding
RHOH,protein_coding
COG7,protein_coding
CDC40,protein_coding
STIP1,protein_coding
SCNN1B,protein_coding
HR,protein_coding
RAB31,protein_coding
REEP4,protein_coding
TNXB,protein_coding
LGI3,protein_coding
BMP1,protein_coding
ATXN2L,protein_coding
PHYHIP,protein_coding
POLR3D,protein_coding
FEN1,protein_coding
CAVIN2,protein_coding
MTCL1,protein_coding
GBX2,protein_coding
HEXIM2,protein_coding
FNTA,protein_coding
SERINC2,protein_coding
TRAPPC11,protein_coding
CHRM1,protein_coding
COL3A1,protein_coding
GFRA2,protein_coding
ING2,protein_coding
CDKN2AIP,protein_coding
SNRNP48,protein_coding
TMEM223,protein_coding
SLC20A2,protein_coding
DYNLRB2,protein_coding
TMUB2,protein_coding
STAT3,protein_coding
ZSWIM1,protein_coding
ADAM9,protein_coding
AXIN2,protein_coding
NDUFS5,protein_coding
VWA3B,protein_coding
ZNF30,protein_coding
LRATD2,protein_coding
LDLRAD4,protein_coding
SLC16A4,protein_coding
IL7R,protein_coding
TMEM208,protein_coding
LRP1B,protein_coding
AHCYL1,protein_coding
DNAJC21,protein_coding
PKIG,protein_coding
NPNT,protein_coding
FAM178B,protein_coding
SEMA4C,protein_coding
CNNM3,protein_coding
GSTM4,protein_coding
TET2,protein_coding
CXXC4,protein_coding
TCTN2,protein_coding
SHOX2,protein_coding
PPIP5K1,protein_coding
TSPAN5,protein_coding
ABHD15,protein_coding
ZBTB5,protein_coding
ADAL,protein_coding
LCMT2,protein_coding
SNTB2,protein_coding
IL12A,protein_coding
ZNF507,protein_coding
STX18,protein_coding
NSG1,protein_coding
ZBTB49,protein_coding
GFM1,protein_coding
FSTL5,protein_coding
TPTE2P5,transcribed_unprocessed_pseudogene
DDX19A,protein_coding
ATOH8,protein_coding
ANKRD49,protein_coding
USP39,protein_coding
TNIP2,protein_coding
C2orf68,protein_coding
TMEM150A,protein_coding
RNF181,protein_coding
VAMP5,protein_coding
LRRC28,protein_coding
MAT2A,protein_coding
ENHO,protein_coding
ZNF608,protein_coding
SLC35G2,protein_coding
INPP5D,protein_coding
LETM1,protein_coding
TMEM129,protein_coding
PPIC,protein_coding
SPRY3,protein_coding
CEP120,protein_coding
STXBP6,protein_coding
MFF,protein_coding
GRM5,protein_coding
LGALS9,protein_coding
JMJD7-PLA2G4B,protein_coding
OR7E102P,unprocessed_pseudogene
CPLX1,protein_coding
PXDC1,protein_coding
SIGLEC7,protein_coding
NTSR2,protein_coding
E2F6,protein_coding
FEM1B,protein_coding
COMMD8,protein_coding
ATP5ME,protein_coding
UQCRFS1,protein_coding
SLC49A3,protein_coding
COL4A3,protein_coding
MAP2K1,protein_coding
HNRNPH1,protein_coding
IRS1,protein_coding
MECP2,protein_coding
UPF3A,protein_coding
ZBBX,protein_coding
ROR2,protein_coding
BRD7P3,processed_pseudogene
AR,protein_coding
DHRSX,protein_coding
VXN,protein_coding
HSPBAP1,protein_coding
ASMTL,protein_coding
SLC25A6,protein_coding
CHST14,protein_coding
PARM1,protein_coding
CSNK1G1,protein_coding
FAM110B,protein_coding
AFAP1L2,protein_coding
ZNF354A,protein_coding
ATF5,protein_coding
UBE2V2,protein_coding
ZBTB43,protein_coding
CPT1C,protein_coding
XPO6,protein_coding
GSG1L,protein_coding
MN1,protein_coding
APEX2,protein_coding
NSMCE1,protein_coding
CCDC126,protein_coding
NPIPB12,protein_coding
RAB3B,protein_coding
CD2BP2,protein_coding
RGS14,protein_coding
TBC1D10B,protein_coding
LMAN2,protein_coding
RAB24,protein_coding
PRELID1,protein_coding
THBS3,protein_coding
CA5B,protein_coding
SLC50A1,protein_coding
EFNA1,protein_coding
CXCL10,protein_coding
NPIPB3,protein_coding
SH3TC2,protein_coding
CXCL11,protein_coding
ZRSR2,protein_coding
NMD3,protein_coding
ADRB2,protein_coding
AL669983.1,processed_pseudogene
B3GALNT1,protein_coding
GPRIN1,protein_coding
HSPB3,protein_coding
KCNAB1,protein_coding
MRPL1,protein_coding
SHE,protein_coding
NR0B1,protein_coding
PGM2,protein_coding
STK32A,protein_coding
IL1RAPL1,protein_coding
P2RY12,protein_coding
C22orf15,protein_coding
MINAR1,protein_coding
SLC33A1,protein_coding
SNUPN,protein_coding
CRADD,protein_coding
SIN3A,protein_coding
ARL13B,protein_coding
RNASE2,protein_coding
RNASE3,protein_coding
PTK2,protein_coding
PTAFR,protein_coding
PTPN9,protein_coding
RNASE6,protein_coding
NPR1,protein_coding
KCNK9,protein_coding
CXCL8,protein_coding
SCN9A,protein_coding
COL22A1,protein_coding
SDC2,protein_coding
CD52,protein_coding
MMGT1,protein_coding
TM2D2,protein_coding
HTRA4,protein_coding
PLEKHA2,protein_coding
CLIC4,protein_coding
SLC38A11,protein_coding
GPR183,protein_coding
CCDC8,protein_coding
METTL15,protein_coding
ZEB2,protein_coding
GJB1,protein_coding
PCBP1,protein_coding
HINT1,protein_coding
DTWD2,protein_coding
CLIC3,protein_coding
INO80E,protein_coding
DFFB,protein_coding
NFU1,protein_coding
ANTXR1,protein_coding
CKAP2L,protein_coding
C15orf40,protein_coding
RAMAC,protein_coding
APLF,protein_coding
BOLA2B,protein_coding
RGPD8,protein_coding
HIC2,protein_coding
LUZP1,protein_coding
HEXD,protein_coding
BUB1,protein_coding
LRRC45,protein_coding
CENPX,protein_coding
AGPAT2,protein_coding
ASPSCR1,protein_coding
FASN,protein_coding
CNBP,protein_coding
MT1E,protein_coding
DUS1L,protein_coding
GPS1,protein_coding
RFNG,protein_coding
DCXR,protein_coding
ZNF32,protein_coding
LDB2,protein_coding
RAC3,protein_coding
LIMS1,protein_coding
TMEM266,protein_coding
NLGN1,protein_coding
TAPT1,protein_coding
UGP2,protein_coding
LINGO1,protein_coding
HNRNPF,protein_coding
BTD,protein_coding
CSGALNACT2,protein_coding
GSX1,protein_coding
PCDH7,protein_coding
ROBO1,protein_coding
ONECUT1,protein_coding
AVEN,protein_coding
P2RY1,protein_coding
CTNND2,protein_coding
TRIM56,protein_coding
WNT10B,protein_coding
REPS2,protein_coding
SYAP1,protein_coding
ITGAM,protein_coding
TPST1,protein_coding
TOR1AIP2,protein_coding
TM4SF1,protein_coding
OTUD3,protein_coding
OTUD7A,protein_coding
GUSB,protein_coding
BRD3,protein_coding
KLF13,protein_coding
FRMPD4,protein_coding
ZFPM2,protein_coding
ZNF764,protein_coding
ZNF747,protein_coding
ZNF768,protein_coding
TAS1R3,protein_coding
TMEM42,protein_coding
MAP3K2,protein_coding
PUSL1,protein_coding
SF3B5,protein_coding
ZNF35,protein_coding
TIGD4,protein_coding
IFFO2,protein_coding
NLGN2,protein_coding
MYO7B,protein_coding
CHD3,protein_coding
TMEM154,protein_coding
MYRIP,protein_coding
ALCAM,protein_coding
YWHAG,protein_coding
UBE2E3,protein_coding
CNTROB,protein_coding
TRAPPC1,protein_coding
KCNAB3,protein_coding
GPR37L1,protein_coding
SIMC1,protein_coding
TMEM192,protein_coding
AC106795.1,transcribed_unprocessed_pseudogene
NSG2,protein_coding
SPDYE5,protein_coding
ZNF778,protein_coding
NIPA1,protein_coding
FOXD4,protein_coding
UBE2E1,protein_coding
HNRNPA3,protein_coding
SIK2,protein_coding
RNF150,protein_coding
AL512625.1,lncRNA
VGLL2,protein_coding
HOXD4,protein_coding
CHRNB1,protein_coding
HOXD12,protein_coding
USP38,protein_coding
SLC16A5,protein_coding
NANP,protein_coding
ANKK1,protein_coding
ADRA1B,protein_coding
ADPRM,protein_coding
FABP6,protein_coding
PWWP2A,protein_coding
USP50,protein_coding
USP47,protein_coding
PDCD6IP,protein_coding
ZNF212,protein_coding
MRAP,protein_coding
FAM161A,protein_coding
ZNF282,protein_coding
GLB1,protein_coding
GON7,protein_coding
FAXDC2,protein_coding
CRTAP,protein_coding
SLN,protein_coding
ELP5,protein_coding
CMTM8,protein_coding
GABARAP,protein_coding
STX8,protein_coding
CDK1,protein_coding
UBB,protein_coding
NFRKB,protein_coding
FABP4,protein_coding
PRDM10,protein_coding
B3GNT2,protein_coding
FOS,protein_coding
TMED10,protein_coding
SETMAR,protein_coding
SMAD1,protein_coding
EMX2,protein_coding
TCAF2,protein_coding
SEMA3E,protein_coding
LRRN2,protein_coding
SLC30A1,protein_coding
DCLK2,protein_coding
ZNF804A,protein_coding
AC091390.1,unprocessed_pseudogene
GPRC5C,protein_coding
TMEM182,protein_coding
VSTM2A,protein_coding
ADORA2B,protein_coding
MGMT,protein_coding
METTL7B,protein_coding
HARS1,protein_coding
NFXL1,protein_coding
KRT75,protein_coding
DENND5B,protein_coding
CD14,protein_coding
DNAJC18,protein_coding
RIOX1,protein_coding
SPATA24,protein_coding
RALGAPB,protein_coding
PYM1,protein_coding
SLC23A1,protein_coding
NPAS2,protein_coding
LONRF2,protein_coding
NUDT9,protein_coding
PA2G4,protein_coding
ELOVL6,protein_coding
PFKFB3,protein_coding
TMC7,protein_coding
ARL6IP1,protein_coding
SERPINB9,protein_coding
SMAGP,protein_coding
IRX1,protein_coding
CDH2,protein_coding
IRX2,protein_coding
EMB,protein_coding
SIX2,protein_coding
DLGAP1,protein_coding
STAT2,protein_coding
NUDCD2,protein_coding
IRF2BP1,protein_coding
HSPA4,protein_coding
COMMD5,protein_coding
SGCD,protein_coding
DPY19L2P2,transcribed_unprocessed_pseudogene
ZNF16,protein_coding
ARMC10,protein_coding
RNF34,protein_coding
ACYP2,protein_coding
TRABD,protein_coding
ATF7,protein_coding
RASA4B,protein_coding
SOCS6,protein_coding
CAVIN4,protein_coding
ZNF296,protein_coding
TTLL6,protein_coding
POLH,protein_coding
SYT9,protein_coding
KCNS3,protein_coding
KIF5B,protein_coding
GPR37,protein_coding
AKAP13,protein_coding
CDCA4,protein_coding
CHCHD7,protein_coding
HTRA3,protein_coding
FOXN2,protein_coding
USP32,protein_coding
CEL,protein_coding
PPM1D,protein_coding
GPR27,protein_coding
AC093323.1,protein_coding
KBTBD2,protein_coding
RIOX2,protein_coding
TRIAP1,protein_coding
LSM3,protein_coding
KIAA0232,protein_coding
MTSS1,protein_coding
TMEM43,protein_coding
RNF139,protein_coding
RPS9,protein_coding
CYTL1,protein_coding
TSEN34,protein_coding
TRH,protein_coding
GSTA4,protein_coding
MSANTD4,protein_coding
NDUFA3,protein_coding
OSCAR,protein_coding
PAQR8,protein_coding
NUDT6,protein_coding
TPT1-AS1,lncRNA
TANC2,protein_coding
DNAJC24,protein_coding
ZNF160,protein_coding
ZNF415,protein_coding
CAVIN3,protein_coding
HAS2,protein_coding
PDGFD,protein_coding
S1PR1,protein_coding
HS6ST2,protein_coding
PYGO1,protein_coding
PKIA,protein_coding
XKR6,protein_coding
TSNARE1,protein_coding
FPR2,protein_coding
FPR1,protein_coding
FEZ2,protein_coding
SOX7,protein_coding
C11orf24,protein_coding
FAM86JP,transcribed_unprocessed_pseudogene
ALK,protein_coding
MTM1,protein_coding
TRMT61B,protein_coding
INSR,protein_coding
MFN1,protein_coding
GIMAP8,protein_coding
KCNMB3,protein_coding
ATP6V0E2,protein_coding
PRKCE,protein_coding
JAGN1,protein_coding
TADA3,protein_coding
SOCS5,protein_coding
C1GALT1C1,protein_coding
C9orf16,protein_coding
MORN4,protein_coding
ZNF672,protein_coding
ZNF692,protein_coding
NAIF1,protein_coding
RBKS,protein_coding
GRIK1,protein_coding
TMEM126A,protein_coding
TMEM126B,protein_coding
TRIM8,protein_coding
NETO2,protein_coding
CLDN20,protein_coding
SCAND1,protein_coding
JUNB,protein_coding
FAM241B,protein_coding
TMEM37,protein_coding
LRG1,protein_coding
SHCBP1,protein_coding
SOSTDC1,protein_coding
NPTX1,protein_coding
FAM98B,protein_coding
ZNF439,protein_coding
ZNF440,protein_coding
GAA,protein_coding
CANT1,protein_coding
KCNK3,protein_coding
ZDHHC16,protein_coding
CHST11,protein_coding
EXOSC1,protein_coding
PGAM1,protein_coding
CHD7,protein_coding
ESCO2,protein_coding
LURAP1,protein_coding
CLCN5,protein_coding
TPPP,protein_coding
KCND3,protein_coding
APLN,protein_coding
PDE7B,protein_coding
MRPL36,protein_coding
ZNF581,protein_coding
NAT1,protein_coding
KSR2,protein_coding
ZNF524,protein_coding
MCC,protein_coding
ZBTB26,protein_coding
CDK5R2,protein_coding
DSEL,protein_coding
POLR1C,protein_coding
ASXL1,protein_coding
DLK2,protein_coding
ZNF562,protein_coding
ZNF318,protein_coding
ZNF561,protein_coding
WIPF2,protein_coding
HOPX,protein_coding
LRRC8C,protein_coding
RSL1D1,protein_coding
LRRC8D,protein_coding
PPID,protein_coding
ETFDH,protein_coding
PTGER4,protein_coding
TBCA,protein_coding
NEUROD2,protein_coding
MAP6,protein_coding
OTP,protein_coding
ECEL1,protein_coding
BCL2L1,protein_coding
PLRG1,protein_coding
ZNF584,protein_coding
DSCAM,protein_coding
CLSTN1,protein_coding
CXXC5,protein_coding
ZNF274,protein_coding
PIK3CD,protein_coding
PTCRA,protein_coding
SLC25A33,protein_coding
ENC1,protein_coding
SPSB1,protein_coding
P2RY6,protein_coding
BPTF,protein_coding
S100Z,protein_coding
ZIK1,protein_coding
GPR82,protein_coding
GPR34,protein_coding
PLEKHG5,protein_coding
ATF7IP,protein_coding
LKAAEAR1,protein_coding
RGS19,protein_coding
TCEA2,protein_coding
ANO5,protein_coding
HDAC3,protein_coding
SPATA46,protein_coding
GPHN,protein_coding
VAT1L,protein_coding
TMEM51,protein_coding
CAMTA1,protein_coding
LRRC34,protein_coding
SPATA5L1,protein_coding
GATM,protein_coding
RASGRP4,protein_coding
NHLH1,protein_coding
SLFNL1,protein_coding
BCL2,protein_coding
RHNO1,protein_coding
CTPS1,protein_coding
KNDC1,protein_coding
METTL18,protein_coding
CFAP46,protein_coding
COL8A2,protein_coding
PWWP2B,protein_coding
PCDHB1,protein_coding
ZNF540,protein_coding
ANGPTL7,protein_coding
FBXL14,protein_coding
EXOSC10,protein_coding
ZNF570,protein_coding
NINJ2,protein_coding
MLLT3,protein_coding
FAM90A1,protein_coding
RRM2,protein_coding
TRAPPC12,protein_coding
RPS21,protein_coding
C3AR1,protein_coding
MRM3,protein_coding
PTEN,protein_coding
RPS7,protein_coding
RNASEH1,protein_coding
PRNP,protein_coding
ADRA1D,protein_coding
FRMD5,protein_coding
AQP4,protein_coding
CYP4F11,protein_coding
TLN2,protein_coding
TVP23B,protein_coding
ZNF217,protein_coding
SRGAP2C,protein_coding
SCG2,protein_coding
ATPAF2,protein_coding
PPIH,protein_coding
DRC3,protein_coding
SHLD1,protein_coding
JMJD1C,protein_coding
SYNPO,protein_coding
MAL,protein_coding
ZNF554,protein_coding
RAB33B,protein_coding
THOP1,protein_coding
GAP43,protein_coding
EPHX4,protein_coding
LAMB2,protein_coding
USP19,protein_coding
QARS1,protein_coding
ORMDL3,protein_coding
KLF11,protein_coding
LRRC15,protein_coding
SMN1,protein_coding
EIF2AK3,protein_coding
MOB3A,protein_coding
KRCC1,protein_coding
NME6,protein_coding
CYCS,protein_coding
SLFN12,protein_coding
CALB2,protein_coding
FRMD3,protein_coding
SNTB1,protein_coding
MTBP,protein_coding
TEFM,protein_coding
MRPL13,protein_coding
MALT1,protein_coding
ISG20,protein_coding
MBOAT1,protein_coding
ID4,protein_coding
GPR22,protein_coding
CXCR6,protein_coding
CEBPB,protein_coding
PAIP1,protein_coding
CLEC7A,protein_coding
C5orf34,protein_coding
C1QTNF4,protein_coding
NEGR1,protein_coding
ZNF131,protein_coding
MACROD2,protein_coding
DPAGT1,protein_coding
BSG,protein_coding
HINFP,protein_coding
CERS6,protein_coding
SPTLC3,protein_coding
COPRS,protein_coding
TP53RK,protein_coding
B3GALT1,protein_coding
CLEC12A,protein_coding
BPGM,protein_coding
POP7,protein_coding
ALG14,protein_coding
SUCLG2,protein_coding
CSDC2,protein_coding
RCAN2,protein_coding
IL16,protein_coding
ABCG4,protein_coding
GNB2,protein_coding
CFAP53,protein_coding
MCRIP2,protein_coding
C2CD2L,protein_coding
ARNT2,protein_coding
GNG12,protein_coding
PRSS27,protein_coding
MYOZ2,protein_coding
SYNPO2,protein_coding
CLP1,protein_coding
TTC36,protein_coding
RSPH9,protein_coding
COPS9,protein_coding
GTPBP2,protein_coding
FGGY,protein_coding
IL17D,protein_coding
FUT9,protein_coding
TCEAL1,protein_coding
ZNF24,protein_coding
MANEA,protein_coding
RAB40A,protein_coding
AFF1,protein_coding
FIBP,protein_coding
CARNS1,protein_coding
BANP,protein_coding
PPP1CA,protein_coding
HCFC1,protein_coding
CTSW,protein_coding
NIPAL4,protein_coding
PDE3A,protein_coding
RASGRP1,protein_coding
KLHL6,protein_coding
CHCHD1,protein_coding
MRPL52,protein_coding
SMPDL3A,protein_coding
RND1,protein_coding
RAD9A,protein_coding
EFEMP2,protein_coding
WASHC2C,protein_coding
TMEM134,protein_coding
ZMAT3,protein_coding
ZFAND4,protein_coding
ZNF738,protein_coding
SLFN11,protein_coding
CCL19,protein_coding
CORO1B,protein_coding
FUT10,protein_coding
LRRC20,protein_coding
MUS81,protein_coding
PURG,protein_coding
TMEM217,protein_coding
RPL12P13,unprocessed_pseudogene
ZNF596,protein_coding
CFL1,protein_coding
TMCC1,protein_coding
NAA16,protein_coding
EFCAB12,protein_coding
PSME3IP1,protein_coding
CBWD1,protein_coding
RAB37,protein_coding
DCP2,protein_coding
SNX32,protein_coding
RPL38,protein_coding
CYP7B1,protein_coding
RARG,protein_coding
CES4A,protein_coding
CES3,protein_coding
SSH3,protein_coding
CES2,protein_coding
PDP2,protein_coding
SP3,protein_coding
DMXL1,protein_coding
METAP1D,protein_coding
ZNF621,protein_coding
EGFL7,protein_coding
NADSYN1,protein_coding
DHCR7,protein_coding
COX6B1P3,processed_pseudogene
NBEA,protein_coding
RNASEH2C,protein_coding
ANKRD13D,protein_coding
MRGPRF,protein_coding
MYD88,protein_coding
OXSR1,protein_coding
PHF8,protein_coding
LCLAT1,protein_coding
MIR4435-2HG,lncRNA
UNC93B3,unprocessed_pseudogene
VDAC2P5,processed_pseudogene
KAT5,protein_coding
SH3RF3,protein_coding
GXYLT2,protein_coding
HPSE2,protein_coding
DCAKD,protein_coding
ARPP21,protein_coding
TADA2B,protein_coding
CCDC96,protein_coding
GRK2,protein_coding
RELA,protein_coding
EVC2,protein_coding
ZNF680,protein_coding
HECTD4,protein_coding
FAM222B,protein_coding
BNC2,protein_coding
RXFP4,protein_coding
HPSE,protein_coding
COQ2,protein_coding
HSPA6,protein_coding
TRMT112,protein_coding
LRRN3,protein_coding
KDM2A,protein_coding
ADCK5,protein_coding
MRPL57,protein_coding
NOC3L,protein_coding
ESRRA,protein_coding
RHOD,protein_coding
COMMD1,protein_coding
RAPH1,protein_coding
MTX1,protein_coding
ADCY5,protein_coding
PARP14,protein_coding
CYSLTR1,protein_coding
PARP15,protein_coding
CKS1B,protein_coding
ABCD2,protein_coding
AHSA2P,transcribed_unitary_pseudogene
ABLIM3,protein_coding
MFSD4B,protein_coding
VANGL1,protein_coding
GLRX,protein_coding
IQCB1,protein_coding
SYT12,protein_coding
GOLGB1,protein_coding
DMRT2,protein_coding
ZNF483,protein_coding
PLAC8L1,protein_coding
GPR137,protein_coding
SNCG,protein_coding
MMRN2,protein_coding
MZT2A,protein_coding
TNKS,protein_coding
ZNF449,protein_coding
ZBTB21,protein_coding
PPP1R3B,protein_coding
FAM86B3P,transcribed_unprocessed_pseudogene
STOX2,protein_coding
MAP3K11,protein_coding
TRIB1,protein_coding
KCNK7,protein_coding
C1QB,protein_coding
C1QA,protein_coding
NDNF,protein_coding
OLR1,protein_coding
GLIPR1L1,protein_coding
DAG1,protein_coding
INSM1,protein_coding
DAB1,protein_coding
ARV1,protein_coding
NAA20,protein_coding
SAA1,protein_coding
MICOS10,protein_coding
EHBP1L1,protein_coding
THAP2,protein_coding
TMEM196,protein_coding
RNF26,protein_coding
PPP1R14B,protein_coding
ZNRD2,protein_coding
SMARCC1,protein_coding
ZNF417,protein_coding
PTPRM,protein_coding
VEGFB,protein_coding
PEAK1,protein_coding
TNFRSF10D,protein_coding
MST1,protein_coding
TNFRSF10C,protein_coding
GMPPB,protein_coding
MOB1B,protein_coding
ZNF622,protein_coding
CSPG4,protein_coding
SNX33,protein_coding
FAM166C,protein_coding
NABP1,protein_coding
CHD2,protein_coding
CCDC106,protein_coding
CEP83,protein_coding
SULT1B1,protein_coding
NUDT4,protein_coding
PC,protein_coding
SCAI,protein_coding
NMNAT1,protein_coding
LRFN4,protein_coding
APOBEC4,protein_coding
SLC19A1,protein_coding
HSPB7,protein_coding
RCE1,protein_coding
UQCRH,protein_coding
TAS1R1,protein_coding
EIF1AX,protein_coding
BCLAF3,protein_coding
PSMD1,protein_coding
SUSD5,protein_coding
HEG1,protein_coding
WFIKKN2,protein_coding
C11orf80,protein_coding
TOMM20,protein_coding
AP000769.1,transcribed_unprocessed_pseudogene
AGFG1,protein_coding
STAT5B,protein_coding
CD7,protein_coding
CNP,protein_coding
JUP,protein_coding
HAP1,protein_coding
CCDC13-AS1,lncRNA
EIF1,protein_coding
ENDOV,protein_coding
RNF213,protein_coding
TIGD3,protein_coding
MARCHF10,protein_coding
PLK3,protein_coding
NET1,protein_coding
DPY19L1,protein_coding
AC008080.1,lncRNA
PHOSPHO1,protein_coding
ZNF791,protein_coding
PHC3,protein_coding
GPR160,protein_coding
CBX2,protein_coding
SPTBN2,protein_coding
GOLIM4,protein_coding
RBM4B,protein_coding
ATP5MD,protein_coding
HOXB2,protein_coding
C1QTNF1,protein_coding
MARCHF3,protein_coding
SWSAP1,protein_coding
RBM4,protein_coding
PIFO,protein_coding
XXYLT1,protein_coding
UBXN2A,protein_coding
TCAP,protein_coding
CCS,protein_coding
NRROS,protein_coding
CEP19,protein_coding
KLHL15,protein_coding
FBXO45,protein_coding
GNG5,protein_coding
FAM3C2P,processed_pseudogene
SLC25A30,protein_coding
C9orf131,protein_coding
CD34,protein_coding
CTSF,protein_coding
MSRB3,protein_coding
LEMD3,protein_coding
C16orf91,protein_coding
TLR10,protein_coding
TLR1,protein_coding
TLR6,protein_coding
FAM174A,protein_coding
RGMB,protein_coding
CYB561D1,protein_coding
ZDHHC24,protein_coding
TRMT10C,protein_coding
CTU2,protein_coding
MGA,protein_coding
C12orf66,protein_coding
ARL13A,protein_coding
SNX31,protein_coding
PIGG,protein_coding
PRPF8,protein_coding
ADCY6,protein_coding
PITPNA,protein_coding
DDX23,protein_coding
ZNHIT2,protein_coding
ZBTB4,protein_coding
TNK1,protein_coding
ZHX3,protein_coding
PHLDA3,protein_coding
SLC16A11,protein_coding
SLC16A13,protein_coding
GLIS1,protein_coding
CHRNA9,protein_coding
PODN,protein_coding
STAG3L3,transcribed_unprocessed_pseudogene
SNHG11,lncRNA
C11orf45,protein_coding
EXO1,protein_coding
